donor_id,first_name,last_name,email,phone,address_line1,city,postcode,acquisition_date,acquisition_channel,donor_status,communication_preference
3590,Keith,Dean,keith.dean@btinternet.com,+44(0)151 4960346,489 Stevenson village,Leeds,M2H 0SY,2023-03-30,Event,Active,Email
3591,Adam,Bell,adam.bell@yahoo.co.uk,(0118)4960593,070 Glen canyon,Wardfort,S5 9SH,2022-02-07,Online,Active,Email
3592,Kerry,Riley,kerry.riley@gmail.com,028 9018 0918,"Studio 21
Callum neck",Sheffield,TN85 8YY,2022-02-15,Telemarkating,Active,Phone
3593,Emily,Taylor,emily.taylor@hotmail.co.uk,(0121)4960181,"Flat 7
Richardson crossroad",East Derek,S0 2AA,2023-02-03,Direct Mail,Active,Email
3594,Irene,Wells,,+44(0)131 496 0032,"Studio 40t
Lorraine shores",Kathleenview,AB66 9ZZ,2024-09-22,Online,Lapsed,Phone
3595,Ashley,Begum,ashley.begum@gmail.com,(0909)8790238,8 Webb crossing,Howeburgh,S65 9YU,2023-09-23,Online,Active,Phone
3596,Adam,Nixon,adam.nixon@hotmail.co.uk,01632 960 592,"Flat 7
Ian isle",London,CA2 5BZ,2020-01-28,Direct Mail,Active,Post
3597,Natalie,Benson,natalie.benson@btinternet.com,,"Studio 3
Edwards estates",Manchester,B1 0EX,2021-09-03,Direct Mail,Active,Post
3598,Lauren,Owens,lauren.owens@yahoo.co.uk,028 9018889,"Studio 04
Tony point",Leeds,IG05 1WW,2024-05-22,Online,Active,Phone
3599,Mathew,Gregory,mathew.gregory@gmail.com,+44(0)1144960809,9 Townsend springs,South Matthew,NG0 2XD,2021-07-21,Online,Active,Email
3600,June,Carter,june.carter@yahoo.co.uk,+441514960989,"Studio 86
Maurice fork",Nottingham,E2G 3SQ,2020-09-22,Online,Active,None
3601,Norman,Smith,norman.smith@yahoo.co.uk,+44(0)121 496 0862,"Flat 3
Diana loop",Pamelaton,B0 0FF,2022-11-13,Online,Active,Email
3602,Yvonne,Roberts,yvonne.roberts@yahoo.co.uk,(0118) 4960931,"Studio 33
Harrison overpass",Allenbury,W4G 7ZP,2024-05-27,Telemarkating,Active,Email
3603,Daniel,Lambert,daniel.lambert@hotmail.co.uk,01614960356,326 Poole knolls,Ashleighberg,B7 5HS,2020-04-15,Online,Active,Email
3604,Lucy,Wheeler,lucy.wheeler@gmail.com,+441632 960581,743 Brett squares,South Lewiston,PR41 6AY,2021-08-20,Direct Mail,Active,Email
3605,Mary,Reed,mary.reed@gmail.com,+44(0)1614960760,"Studio 27S
Baker cape",Liverpool,GY4 8NH,2023-07-10,Online,Active,Phone
3606,Leigh,Hunter,leigh.hunter@btinternet.com,(0118)4960392,028 Andrea forge,London,W8J 7PW,2024-10-06,Direct Mail,Lapsed,Email
3607,Tracy,Mitchell,tracy.mitchell@btinternet.com,(0151) 496 0873,8 Walker junctions,Lake Valerie,ME7W 2XZ,2022-08-22,Direct Mail,Active,Post
3608,Arthur,Lawrence,arthur.lawrence@gmail.com,(0151)4960136,"Studio 5
Davies mews",Saundersport,B02 5AW,2023-06-14,Telemarkating,Active,Phone
3609,Jemma,Patel,jemma.patel@gmail.com,+44(0)131 496 0758,"Studio 50I
Brown corners",Nottingham,G7T 3JB,2022-04-28,Direct Mail,Active,Email
3610,Eric,Brown,eric.brown@outlook.com,+44(0)1184960602,"Studio 76
Ross way",London,SO8 1ZS,2021-01-15,Direct Mail,Active,Email
3611,Frank,Mitchell,frank.mitchell@hotmail.co.uk,+441414960576,"Studio 6
Lesley track",Geraldineview,TF79 1XJ,2024-07-19,Online,Lapsed,Email
3612,Duncan,Farmer,duncan.farmer@gmail.com,0113 496 0166,822 Charles hollow,Leeds,TO31 7RF,2023-01-13,Event,Active,Email
3613,Carly,Thornton,carly.thornton@gmail.com,,"Flat 70
Collins track",Liverpool,S6 8FG,2024-08-09,Direct Mail,Lapsed,Email
3614,Leanne,Jackson,leanne.jackson@outlook.com,(0114)4960822,"Studio 30
Clark landing",West Scottmouth,BH9 6TQ,2020-11-23,Direct Mail,Active,Phone
3615,Timothy,Howe,timothy.howe@outlook.com,(0114) 4960587,"Studio 52i
Young heights",West Declanview,L83 5PT,2023-11-11,Telemarkating,Lapsed,Email
3616,Julian,Bond,julian.bond@btinternet.com,0118 4960530,"Flat 1
Brown plains",Margaretmouth,PA1A 6FJ,2021-06-13,Online,Active,Email
3617,Howard,Taylor,howard.taylor@gmail.com,,439 Elliott meadows,North Alan,BN31 8NF,2023-10-03,Event,Active,Email
3618,Donald,Cooke,,+441184960776,"Flat 1
Ben lane",London,S76 4NA,2023-01-22,Direct Mail,Active,Email
3619,Marian,Holmes,marian.holmes@outlook.com,+44131 496 0844,4 Pauline hills,Birmingham,L9 1SG,2021-10-17,Online,Active,Email
3620,Barry,Cook,barry.cook@yahoo.co.uk,+44115 4960021,"Flat 14d
Scott street",Birmingham,L6 1QX,2020-11-04,Online,Active,Email
3621,Luke,Andrews,luke.andrews,(0808) 1570071,595 Carl fall,London,NN26 3WS,2023-09-24,Online,Lapsed,None
3622,Joanne,Jones,joanne.jones@hotmail.co.uk,(0118) 496 0117,9 Reed pass,Thompsonberg,B46 2EL,2021-03-29,Online,Lapsed,Email
3623,Sandra,Griffin,,0116 496 0455,58 Barbara forest,Stewartburgh,HG86 7WH,2020-05-10,Telemarkating,Active,Email
3624,Charlene,Whittaker,charlene.whittaker@gmail.com,(0117) 4960450,"Flat 08l
O'Donnell club",South Mauriceland,N4K 4GL,2024-09-16,Telemarkating,Lapsed,Post
3625,Norman,Wilkinson,norman.wilkinson@gmail.com,(0131) 496 0773,11 Akhtar mills,Birmingham,N3 2EG,2023-01-20,Event,Active,Email
3626,Hilary,Campbell,hilary.campbell@btinternet.com,(0131) 496 0888,3 Rice viaduct,Liverpool,L6 6SU,2023-05-11,Online,Lapsed,Email
3627,Connor,Smith,connor.smith@gmail.com,+44(0)3069990779,3 Stephen manor,Bristol,SO0 1ES,2023-03-11,Direct Mail,Active,Phone
3628,Janet,Phillips,janet.phillips@hotmail.co.uk,,"Studio 25D
Gary spur",Bristol,KW65 2NY,2021-08-16,Telemarkating,Active,Email
3629,Irene,Hall,irene.hall@gmail.com,(0131)4960099,"Studio 75
Walker row",Leeds,LS80 3SE,2022-05-24,Online,Active,Email
3630,Bryan,Fraser,bryan.fraser@yahoo.co.uk,+443069990965,"Flat 30p
Joseph point",Port Lewis,M97 2YL,2021-09-21,Direct Mail,Active,Phone
3631,Gary,Hunt,gary.hunt@hotmail.co.uk,028 9018 0770,"Studio 4
Colin fords",London,DL3 6LF,2022-07-09,Direct Mail,Active,Phone
3632,Rosemary,Page,rosemary.page@yahoo.co.uk,,766 Robertson squares,Manchester,B46 5DL,2024-03-18,Direct Mail,Lapsed,Email
3633,Barry,Long,barry.long,,"Studio 18o
Natasha well",Kellychester,SR59 4QE,2024-04-09,Direct Mail,Lapsed,Email
3634,Norman,White,norman.white,(0151) 4960935,67 Frank street,East Alexhaven,B56 2XD,2022-01-30,Telemarkating,Active,Email
3635,Deborah,Simpson,deborah.simpson@outlook.com,+44(0)8081570585,619 Taylor ferry,Birmingham,W0B 4NE,2024-06-26,Online,Active,Post
3636,Gail,Johnson,gail.johnson@outlook.com,020 74960353,960 Howe ranch,London,N70 5GZ,2022-05-15,Direct Mail,Active,Phone
3637,Daniel,Preston,,+441632 960 823,1 Jasmine extension,Bristol,L08 0HP,2022-03-17,Direct Mail,Active,Email
3638,Dorothy,Barlow,dorothy.barlow@yahoo.co.uk,,"Flat 63N
Williams passage",London,W8H 0XT,2020-04-28,Online,Active,Post
3639,Ashleigh,Bibi,ashleigh.bibi@gmail.com,+44(0)20 7496 0006,637 Murray valley,London,WS5Y 9WB,2021-12-21,Online,Active,Email
3640,Beverley,Lewis,,0909 879 0003,77 Olivia brooks,Port Cherylchester,W3F 2RB,2023-08-14,Event,Active,Email
3641,Clifford,Williams,clifford.williams@yahoo.co.uk,+44(0)1164960867,"Studio 6
Parkes station",London,M67 9TN,2020-09-04,Telemarkating,Active,Email
3642,Jessica,Bradley,jessica.bradley,(0151)4960417,"Flat 47
Sylvia forks",Newcastle,S06 1TF,2024-10-08,Telemarkating,Lapsed,Post
3643,Frank,Mason,frank.mason@outlook.com,+4420 74960199,19 Lawrence place,New Ruthfort,XA90 9DQ,2021-05-30,Telemarkating,Active,Post
3644,Stewart,Walton,stewart.walton@yahoo.co.uk,,"Flat 1
Dawn ways",Port Shirleyberg,L9 1YG,2023-05-03,Online,Active,Email
3645,Lorraine,O'Brien,lorraine.o'brien@gmail.com,+44115 4960514,37 Ronald hollow,South Jayne,W20 7YJ,2021-03-30,Direct Mail,Lapsed,Post
3646,Jason,Smith,jason.smith@outlook.com,+44(0)1164960870,"Studio 8
Kieran radial",London,HA2E 3UP,2022-02-13,Direct Mail,Active,Email
3647,Roger,Wood,roger.wood@gmail.com,+44161 4960860,"Flat 53
O'Connor unions",Williamview,WN5E 2XU,2023-10-23,Telemarkating,Active,Email
3648,Danielle,Thomas,danielle.thomas@gmail.com,(0117)4960997,"Studio 6
Dobson terrace",Manchester,N77 5WJ,2022-05-02,Online,Active,Post
3649,Vanessa,Walton,vanessa.walton@yahoo.co.uk,0121 496 0451,357 Leon river,Thompsonland,B7 7UF,2024-10-28,Telemarkating,Lapsed,Email
3650,Dorothy,Porter,dorothy.porter@btinternet.com,(028) 9018817,"Studio 27i
Kirby club",Manchester,CA3Y 7JE,2024-06-29,Online,Lapsed,Post
3651,Allan,Holland,allan.holland@hotmail.co.uk,+44118 496 0952,"Flat 6
Charles green",London,B1 4PG,2020-03-24,Telemarkating,Active,Post
3652,Susan,Thompson,susan.thompson@gmail.com,+44(0)1184960070,2 King pines,Sheffield,L1W 8GR,2023-01-04,Telemarkating,Active,Email
3653,Abigail,Kirby,abigail.kirby@outlook.com,,940 Hale loaf,Emilyside,NO83 8SX,2020-06-23,Telemarkating,Active,Email
3654,Kathleen,Jackson,kathleen.jackson@outlook.com,+442074960914,"Flat 65S
Wayne drives",London,LS7N 6NG,2021-06-04,Direct Mail,Active,Post
3655,Ashleigh,Wilson,ashleigh.wilson@yahoo.co.uk,(0141)4960099,87 Morris plaza,Port Cherylfort,IG2 7LX,2020-08-01,Online,Active,Email
3656,Gerard,Elliott,gerard.elliott@hotmail.co.uk,0161 4960367,91 Kyle spur,West Janicechester,LA7P 3WA,2022-06-19,Telemarkating,Active,None
3657,Dean,Kelly,dean.kelly@btinternet.com,+44(0)141 496 0853,47 Kate highway,Liverpool,BS3Y 6HX,2023-06-07,Online,Active,Phone
3658,Marian,Woods,marian.woods@yahoo.co.uk,(0141) 496 0368,"Studio 64
Derek course",Lake Dylantown,N4T 0FP,2023-03-15,Online,Active,Phone
3659,Philip,James,philip.james@gmail.com,(0116)4960482,871 Wells club,Liverpool,CB7X 1WJ,2024-04-01,Event,Active,Post
3660,Alexandra,Baker,alexandra.baker@yahoo.co.uk,+44(0)161 496 0809,"Studio 04G
Russell avenue",London,AB9X 8PA,2021-03-17,Online,Lapsed,Post
3661,Joanne,Chambers,joanne.chambers@outlook.com,+44141 496 0905,"Flat 52i
Georgina motorway",London,E7 0ER,2021-02-12,Direct Mail,Active,Post
3662,Stephen,Wheeler,stephen.wheeler@outlook.com,(0117)4960122,324 Smith ferry,Leeds,M5 1BG,2024-08-25,Direct Mail,Active,Post
3663,Patricia,Douglas,patricia.douglas@gmail.com,(0113) 4960024,222 Rebecca street,Leahchester,TN4V 4BG,2024-08-13,Event,Active,Email
3664,Sylvia,Frost,sylvia.frost@btinternet.com,0306 9990391,"Flat 77
Martin village",Reeceland,N6F 4QY,2022-07-02,Online,Active,Email
3665,Christine,Harris,christine.harris,+441414960765,863 Sara streets,Richardberg,M68 3TQ,2022-09-04,Online,Active,Email
3666,Gerard,Harrison,gerard.harrison@btinternet.com,(0191) 496 0325,3 Graeme manors,South Rebecca,S28 9AT,2024-03-13,Online,Active,Post
3667,Marilyn,Barker,marilyn.barker@btinternet.com,(028)9018380,"Flat 01
Joan expressway",Birmingham,BB2 8BL,2023-12-10,Online,Active,Phone
3668,Zoe,Palmer,zoe.palmer@btinternet.com,(0191)4960670,9 Darren well,Port Oliver,L04 1QP,2023-06-11,Direct Mail,Active,Post
3669,Lindsey,Coleman,lindsey.coleman@btinternet.com,01614960008,"Flat 71
Philip garden",Birmingham,JE56 3FP,2022-01-24,Event,Active,Email
3670,Gillian,Porter,gillian.porter@hotmail.co.uk,+441614960771,64 Peter dale,New Shannon,NG64 8AD,2024-10-17,Direct Mail,Lapsed,Post
3671,Russell,Buckley,russell.buckley@hotmail.co.uk,+44(0)306 999 0247,0 Edward squares,North Richardshire,W1 7LB,2021-03-19,Event,Active,Post
3672,Leslie,Watts,,0141 496 0003,"Flat 35
Bibi ports",Leeds,G31 7LW,2023-05-10,Event,Active,Email
3673,Barry,Coleman,barry.coleman@btinternet.com,(0118)4960312,4 Carol shoals,London,B7T 2ED,2024-11-12,Direct Mail,Lapsed,Phone
3674,Donald,Rogers,donald.rogers@hotmail.co.uk,+44(0)1614960370,7 Harris lake,Robinhaven,RG86 5AH,2024-03-06,Direct Mail,Lapsed,Email
3675,Ann,Oliver,ann.oliver@outlook.com,029 2018 0425,"Studio 83X
Mark summit",Birmingham,ML6 3WG,2022-01-17,Telemarkating,Active,Email
3676,Joshua,Kennedy,joshua.kennedy@outlook.com,+44(0)115 4960020,"Studio 92x
Ian drives",Liverpool,B3E 2QP,2023-11-16,Telemarkating,Lapsed,Email
3677,Fiona,Kelly,fiona.kelly@yahoo.co.uk,,"Studio 7
Brown common",Sheffield,JE97 1UT,2023-06-15,Online,Active,Email
3678,Natalie,Arnold,natalie.arnold@outlook.com,+44(0)116 4960994,"Flat 12a
Goodwin cliffs",London,PE8 4NJ,2024-05-15,Online,Lapsed,Email
3679,Christine,Woodward,christine.woodward@gmail.com,+44(0)191 4960667,516 Stevens coves,East Gemma,HS7B 6UY,2024-11-05,Online,Lapsed,None
3680,Martin,Williams,martin.williams@btinternet.com,0909 8790345,"Flat 15W
King keys",West Lynne,EH28 9JT,2024-02-24,Online,Active,Email
3681,Sophie,Mills,sophie.mills@btinternet.com,+4429 2018 0052,"Studio 73X
Hollie keys",Lake Deborah,L88 9PS,2024-06-13,Direct Mail,Active,Email
3682,Joyce,Norris,joyce.norris@yahoo.co.uk,+44121 496 0504,"Studio 42
Antony station",London,KY58 5QS,2024-10-30,Online,Lapsed,Phone
3683,Hugh,Haynes,hugh.haynes@gmail.com,(0121)4960787,098 Lesley lane,Newcastle,KW2H 9WY,2021-05-12,Online,Active,Email
3684,Bradley,Cooper,bradley.cooper@hotmail.co.uk,08081570342,071 Anne cove,Manchester,PO19 1YP,2024-08-17,Event,Lapsed,Phone
3685,Amanda,Lowe,amanda.lowe,(0306) 9990776,69 Beverley river,Bristol,BT90 7PS,2022-05-18,Online,Active,Email
3686,Kim,Smith,kim.smith@hotmail.co.uk,(0808)1570007,"Flat 54
Sally meadows",Nottingham,B9 5NG,2023-08-28,Direct Mail,Active,Post
3687,Cheryl,Turner,cheryl.turner@yahoo.co.uk,(028) 9018 0333,"Studio 36k
Kelly divide",East Carole,W3W 0UP,2022-10-31,Telemarkating,Active,Email
3688,Ruth,McDonald,ruth.mcdonald@btinternet.com,+441514960497,"Flat 1
Terence ports",Kentfurt,WV7 8XU,2024-05-12,Online,Lapsed,Email
3689,Karl,Jones,karl.jones@gmail.com,,4 Ellis island,North Stacey,BT9Y 5WY,2022-06-26,Direct Mail,Active,Post
3690,Lauren,Peacock,lauren.peacock@hotmail.co.uk,(0306)9990944,"Studio 11s
Roger locks",Nottingham,YO26 6DA,2022-09-12,Direct Mail,Active,Post
3691,Abigail,Holt,abigail.holt@hotmail.co.uk,+44(0)1632 960971,94 Davies throughway,Timothyfurt,TF3H 5BS,2023-03-01,Telemarkating,Active,Email
3692,Laura,Mellor,laura.mellor@hotmail.co.uk,,"Studio 05i
Sarah grove",London,N8U 0WR,2023-12-22,Direct Mail,Lapsed,Email
3693,Garry,Blackburn,garry.blackburn@gmail.com,+44(0)292018068,"Flat 67H
Lloyd streets",London,WR57 9QF,2023-08-30,Online,Active,Email
3694,Frances,Robinson,frances.robinson@btinternet.com,+44(0)1164960031,"Studio 71Q
Lesley loop",Jameshaven,G7 4ZL,2021-12-05,Online,Lapsed,Post
3695,Glenn,Noble,glenn.noble@gmail.com,0151 4960803,"Flat 36
Wright walks",Nottingham,LL35 9XS,2023-05-06,Legacy,Active,Post
3696,Holly,Jones,holly.jones@btinternet.com,,"Flat 63f
Lindsey corner",Sheffield,E0T 7XQ,2020-12-04,Telemarkating,Active,Phone
3697,Claire,Walsh,claire.walsh@hotmail.co.uk,+44115 496 0174,030 Mitchell lake,London,RH39 3YG,2022-09-20,Direct Mail,Active,None
3698,Francis,Slater,francis.slater@yahoo.co.uk,,9 Barry parkways,Newcastle,TS78 5DP,2023-01-29,Telemarkating,Active,Email
3699,Lauren,Hamilton,lauren.hamilton@yahoo.co.uk,(0116) 4960861,9 Stuart fords,Alexanderville,L4U 8EL,2021-11-29,Direct Mail,Active,Post
3700,Teresa,Francis,teresa.francis@outlook.com,+441632960511,"Studio 7
Duncan bypass",London,E7S 9UU,2024-07-30,Legacy,Lapsed,Email
3701,Patricia,Moss,patricia.moss@yahoo.co.uk,(029) 2018 0353,06 Dodd common,Birmingham,G6 8DB,2020-03-04,Telemarkating,Active,Post
3702,Ryan,Nicholson,ryan.nicholson@btinternet.com,020 7946 0567,"Flat 23
Smith springs",Johnsonshire,PL0 4TT,2021-06-23,Direct Mail,Active,Post
3703,Darren,Read,darren.read@outlook.com,+4428 9018805,4 Dennis falls,London,G0 1PS,2024-04-26,Direct Mail,Active,Email
3704,Kathleen,Matthews,kathleen.matthews@outlook.com,(0118)4960008,71 Turnbull squares,Leeds,E39 0XY,2024-06-23,Event,Active,Email
3705,Russell,Jackson,russell.jackson@hotmail.co.uk,+4429 2018 0300,"Studio 1
Price meadows",East Russell,HU5 2PX,2022-07-19,Event,Active,Email
3706,Neil,Willis,neil.willis@outlook.com,(0131)4960801,31 Natalie lodge,East Holliebury,BT68 8BY,2021-12-23,Direct Mail,Active,Email
3707,Tracy,Harvey,tracy.harvey@hotmail.co.uk,+441914960695,"Flat 2
Marian mill",North Peter,B6 4XR,2023-09-04,Online,Active,Post
3708,Hayley,Adams,hayley.adams@gmail.com,,"Flat 98
Naomi lock",Joshtown,BB3 2HR,2022-12-30,Online,Active,Email
3709,Leonard,West,leonard.west@btinternet.com,0306 9990943,58 Griffiths loaf,South Abdulland,SY28 8BX,2024-06-27,Telemarkating,Lapsed,Email
3710,Irene,Francis,irene.francis@gmail.com,0808 157 0529,12 Heather square,London,G6 5PE,2024-08-27,Event,Active,None
3711,Ellie,Taylor,ellie.taylor@hotmail.co.uk,(01632) 960833,"Flat 1
Charles spring",London,HD82 6ET,2022-05-12,Event,Active,Email
3712,Scott,Lewis,scott.lewis@hotmail.co.uk,,98 Martin streets,Sheffield,LA1 5PE,2022-04-17,Legacy,Active,Post
3713,Anthony,Bell,anthony.bell@yahoo.co.uk,01134960860,"Flat 37J
Edwards orchard",London,BD9 5YD,2022-03-11,Online,Active,Post
3714,Pamela,Moore,pamela.moore@gmail.com,(0115) 496 0830,"Flat 4
Jones view",London,NE2 5WF,2023-05-11,Direct Mail,Active,None
3715,Heather,Bradshaw,heather.bradshaw@hotmail.co.uk,+44(0)1614960363,"Studio 2
Osborne field",Lorrainefort,E1 0DL,2020-07-15,Online,Active,Phone
3716,William,Davison,william.davison@outlook.com,020 7946 0320,"Flat 47
Lee camp",Birmingham,W60 1ZE,2022-09-27,Online,Active,Post
3717,Jonathan,Williams,jonathan.williams@gmail.com,+44(0)151 496 0623,"Flat 7
Heather court",Port Jordanfurt,E17 9JG,2024-05-18,Online,Lapsed,Phone
3718,Gregory,James,gregory.james@btinternet.com,+44(0)909 8790283,"Flat 8
Paige passage",Birmingham,GL4 2RU,2024-04-18,Online,Lapsed,Post
3719,Jemma,Williams,jemma.williams@btinternet.com,+44(0)1314960203,"Flat 12z
Parsons manor",East Stuart,B8E 2RR,2022-10-19,Direct Mail,Active,Post
3720,James,Brown,james.brown@yahoo.co.uk,01164960026,"Studio 84l
Denis via",Bristol,HG4 2JU,2024-12-17,Online,Lapsed,Email
3721,Timothy,Shah,timothy.shah@yahoo.co.uk,+44(0)9098790758,"Studio 04s
Marian well",Manchester,N18 3HU,2023-01-10,Direct Mail,Active,Email
3722,Irene,Anderson,irene.anderson@outlook.com,0306 999 0147,"Flat 05d
Julie villages",Knightburgh,RG0B 1HH,2020-12-23,Event,Active,Email
3723,Mandy,Jennings,mandy.jennings@outlook.com,,"Flat 64
Atkinson drive",North Leonview,KA16 1QR,2021-05-06,Telemarkating,Active,Phone
3724,Kevin,Booth,kevin.booth@gmail.com,(0113) 4960769,"Studio 97m
Fisher plains",New Eileen,TS9 2SL,2023-01-26,Online,Active,Post
3725,Keith,Wright,keith.wright@btinternet.com,+44(0)1174960428,"Studio 5
Kirk corner",Manchester,N5 2UJ,2022-04-24,Online,Active,Post
3726,Cheryl,Warner,cheryl.warner@gmail.com,(0116) 4960779,444 Joel drive,Nottingham,HA3W 8EG,2020-06-22,Online,Active,Email
3727,Georgia,Roberts,georgia.roberts@outlook.com,,"Flat 16
Carole mountain",Nottingham,MK36 2AH,2021-06-04,Online,Lapsed,None
3728,Mitchell,Howell,,+44(0)191 496 0274,"Flat 7
Abbie canyon",London,HA74 9AN,2022-01-31,Online,Active,Email
3729,Michelle,Hughes,michelle.hughes@yahoo.co.uk,+44(0)117 496 0324,560 Barrett club,Lake Danielle,EV83 9PE,2024-12-13,Direct Mail,Lapsed,Email
3730,Alison,Cook,alison.cook@hotmail.co.uk,0118 4960145,"Flat 63
Fowler course",London,N8E 8RW,2024-02-02,Direct Mail,Active,Email
3731,Dean,White,dean.white@hotmail.co.uk,(0808) 1570258,8 Jordan trail,Wendymouth,EX57 1XD,2021-06-09,Direct Mail,Active,Email
3732,Ann,Phillips,ann.phillips@btinternet.com,+441134960068,980 Sharpe prairie,Stanleyton,BR4B 9LQ,2023-11-05,Online,Active,Post
3733,Jodie,Peters,jodie.peters@btinternet.com,(0306)9990808,177 Grace estates,Eileenborough,L61 9FH,2020-08-27,Online,Active,Email
3734,Cheryl,Owen,cheryl.owen,+44(0)118 4960188,7 Parker mission,Bristol,RM4 7YA,2024-11-09,Direct Mail,Lapsed,Post
3735,Lee,North,lee.north@gmail.com,(0131) 496 0667,"Flat 41F
Georgina lights",Williamsview,S0G 3TD,2022-06-02,Online,Active,Email
3736,Lydia,Dawson,lydia.dawson@outlook.com,(0141) 496 0832,82 Carolyn park,Suttonland,OX04 0DL,2022-05-20,Online,Active,Email
3737,Carl,Knight,carl.knight@outlook.com,,6 Wood haven,North Kelly,W7U 9AE,2024-01-22,Online,Lapsed,Post
3738,Howard,Taylor,howard.taylor@gmail.com,+44161 496 0584,"Flat 39L
Palmer loaf",Beverleyville,M21 0AT,2022-05-27,Direct Mail,Active,Post
3739,Charlie,Fletcher,charlie.fletcher@hotmail.co.uk,(0909) 879 0826,2 Lyons rapids,Port Fionashire,CH78 1AX,2022-08-12,Online,Active,Post
3740,Louis,Day,louis.day@gmail.com,0292018408,"Flat 1
Donna highway",Birmingham,S6S 8JD,2024-08-10,Online,Lapsed,Email
3741,Graeme,Short,graeme.short@hotmail.co.uk,,2 Price squares,Manchester,GY3Y 8AY,2024-02-20,Online,Active,Post
3742,Bethany,Bennett,bethany.bennett@gmail.com,(0306)9990428,6 Jones groves,Port Callum,N4 4ZF,2022-09-23,Online,Active,Post
3743,Victoria,Miller,victoria.miller@btinternet.com,,"Studio 03
Patrick vista",Lake Leonardton,HA8Y 0RP,2023-10-06,Online,Lapsed,Email
3744,Annette,Hudson,annette.hudson@outlook.com,,4 Beverley estates,East Carole,UJ31 7XC,2024-08-28,Direct Mail,Lapsed,Email
3745,Bradley,Kelly,bradley.kelly@yahoo.co.uk,,"Flat 5
Wheeler vista",Saundersfurt,ML92 2WZ,2023-10-27,Event,Active,Post
3746,Keith,French,keith.french@outlook.com,(0116) 4960533,"Flat 25t
Tony court",Lamberthaven,N6 2UP,2023-07-04,Online,Active,Post
3747,Conor,Williams,conor.williams@yahoo.co.uk,,852 Armstrong lane,Lake Samantha,ME7 3XJ,2023-08-05,Online,Lapsed,Email
3748,Michael,Frost,michael.frost@btinternet.com,08081570721,37 Shaw fort,Nottingham,AL21 3NB,2022-10-28,Event,Active,Email
3749,Carly,Matthews,carly.matthews@outlook.com,0114 4960324,937 O'Donnell islands,Nottingham,PP48 2TF,2023-04-21,Telemarkating,Active,Post
3750,Jacob,Mitchell,jacob.mitchell,(0151)4960576,"Flat 72
Jamie meadows",London,W4 4FG,2024-12-22,Legacy,Lapsed,Email
3751,Sophie,Cooper,sophie.cooper@yahoo.co.uk,,"Flat 31Y
Sutton island",West Sara,NR2 4UF,2023-04-17,Direct Mail,Active,Phone
3752,Anna,Cooper,anna.cooper@gmail.com,028 9018307,2 Marian mission,Sophieburgh,B01 7BH,2022-08-28,Legacy,Active,Post
3753,Ross,Nelson,ross.nelson@yahoo.co.uk,+44(0)909 8790455,"Studio 64z
Little place",North Abigailview,E1 9LJ,2024-07-23,Online,Lapsed,Email
3754,Megan,Stone,megan.stone@hotmail.co.uk,+4428 9018040,"Flat 26
Rachael mills",McLeanmouth,N61 1YU,2024-03-06,Online,Lapsed,Phone
3755,Karl,Bishop,karl.bishop@yahoo.co.uk,,505 Begum key,New Charlie,JE06 5HZ,2020-10-12,Event,Active,Email
3756,Leonard,Davies,leonard.davies@yahoo.co.uk,,3 Dixon villages,South Oliverton,RH13 6LX,2023-07-25,Event,Active,Email
3757,Barry,Watts,barry.watts@btinternet.com,,37 Williamson walk,Ronaldland,B8D 0DR,2021-10-18,Online,Active,Post
3758,Shirley,Bell,shirley.bell@btinternet.com,0114 496 0410,"Studio 37K
Hilton mountain",South Garry,L88 7LD,2023-10-28,Event,Active,Post
3759,Stuart,Barker,stuart.barker@btinternet.com,01614960051,"Flat 71
Lewis avenue",Leeds,E2 6FY,2022-04-16,Direct Mail,Active,Email
3760,Joyce,Sanderson,joyce.sanderson@outlook.com,+44141 496 0565,12 Jeffrey forges,South Carlhaven,EN6P 3GS,2022-09-29,Legacy,Active,Phone
3761,Jake,Thomas,jake.thomas@gmail.com,(0115) 4960988,"Flat 3
Wells lodge",Cookton,W65 0YU,2022-11-22,Direct Mail,Active,Phone
3762,Diana,Hamilton,diana.hamilton@btinternet.com,+441632 960 536,56 Thomas parkway,Port Guy,TA0N 6YS,2022-09-06,Online,Active,Email
3763,Brandon,Conway,brandon.conway@gmail.com,0191 498 0861,"Flat 0
Henry shoal",London,AL8 6SP,2023-05-04,Legacy,Active,Post
3764,Owen,Anderson,owen.anderson,+441164960749,953 Gordon ridge,South Liam,E8 7JE,2020-12-23,Online,Active,Post
3765,Lewis,Saunders,lewis.saunders@gmail.com,(0115) 4960970,"Studio 03K
Edward ways",London,B51 9XT,2024-10-13,Event,Lapsed,Post
3766,Amy,McLean,amy.mclean@yahoo.co.uk,+44(0)117 496 0998,5 Pauline islands,London,W71 1FZ,2020-03-31,Telemarkating,Active,Post
3767,Danielle,Kennedy,danielle.kennedy@hotmail.co.uk,(0116) 496 0720,8 Savage squares,Jackhaven,E9 5SX,2022-11-25,Event,Lapsed,Email
3768,Katherine,Gibbs,katherine.gibbs@gmail.com,(0131)4960552,"Studio 0
Stephen corner",London,HP2 9SE,2020-02-13,Online,Active,Email
3769,Katy,Murphy,katy.murphy@outlook.com,+44(0)114 496 0774,"Studio 8
Dominic knolls",London,SM9M 4LS,2022-02-17,Direct Mail,Active,Post
