donor_id,email_primary,mobile,address_line1,city,postcode,acquisition_date,acquisition_channel,donor_status,communication_preference,email_secondary,landline,address_line2,county,data_source,record_created_date,record_modified_date,full_name
4939,leslie.sykes@gmail.com,,"Flat 1
Adrian points",London,W5T 6DR,2021-06-23,Event,Lapsed,Email,,+441144960920,,Greater London,CRM,2021-06-23,2021-09-15,Leslie Sykes
4940,henry.hope,09098790034,"Studio 48f
Leigh stream",London,B7C 7TS,2024-12-30,Event,Lapsed,Email,,,Flat 78a,,CRM,2024-12-30,2026-05-26,Henry Hope
4941,justin.baker@gmail.com,,5 Anne island,Bristol,ST17 5QN,2024-05-08,Telemarkating,Lapsed,Email,,020 7946 0758,,Derry and Londonderry,CRM,2024-05-08,2025-11-28,Justin Baker
4942,sylvia.jenkins@gmail.com,,"Flat 0
Kemp stravenue",London,L8 4UX,2022-06-27,Telemarkating,Active,Email,,,,Highland,CRM,2022-06-27,2023-02-03,Sylvia Jenkins
4943,george.hodgson@outlook.com,,425 Natasha grove,Birmingham,TR8 1PT,2020-09-21,Direct Mail,Active,Phone,,+44114 4960168,,Wiltshire,CRM,2020-09-21,2021-04-17,George Hodgson
4944,stacey.perry@outlook.com,,"Flat 7
Harris knolls",London,L2 1TZ,2024-04-29,Telemarkating,Lapsed,Post,,,,,CRM,2024-04-29,2024-06-16,Stacey Perry
4945,colin.james@btinternet.com,(020) 7496 0382,"Flat 3
Farrell vista",London,G8J 8EQ,2021-08-16,Direct Mail,Lapsed,Post,,,Flat 57,Inverclyde,CRM,2021-08-16,2023-01-16,Colin James
4946,janice.green@hotmail.co.uk,(029) 2018441,1 Garry turnpike,Lake Anne,CW3V 2WP,2020-03-10,Online,Active,Email,,,,,CRM,2020-03-10,2020-09-08,Janice Green
4947,clifford.green@outlook.com,+44(0)909 8790234,"Studio 8
Josh road",Birmingham,L58 2HX,2023-06-18,Telemarkating,Active,Post,,+44161 4960112,,Renfrewshire,CRM,2023-06-18,2024-04-23,Clifford Green
4948,sarah.harrison@yahoo.co.uk,0117 496 0154,"Studio 87
Alexandra parkways",London,G65 6HD,2024-05-19,Online,Lapsed,Phone,,+44113 496 0237,,East Dunbartonshire,CRM,2024-05-19,2025-07-24,Sarah Harrison
4949,sally.armstrong@gmail.com,+44(0)1632960073,4 Hunt street,Birmingham,M1 6HS,2024-02-06,Online,Lapsed,None,,+44(0)306 999 0499,,Tyne and Wear,CRM,2024-02-06,2025-07-04,Sally Armstrong
4950,brett.morris@hotmail.co.uk,+44(0)117 496 0262,274 Smith inlet,Liverpool,WR93 9FS,2022-04-20,Telemarkating,Active,Phone,,,,Clackmannanshire,CRM,2022-04-20,2022-10-10,Brett Morris
4951,liam.holland@btinternet.com,+44161 496 0914,"Studio 47
Jones well",East Eleanor,M67 5JS,2024-11-22,Direct Mail,Lapsed,Email,,,Studio 3,Fermanagh,CRM,2024-11-22,2025-01-16,Liam Holland
4952,linda.murphy@outlook.com,+44(0)151 4960200,"Studio 85
Riley locks",Traceytown,BH6 0FY,2023-04-20,Direct Mail,Active,Post,,+441144960066,,,CRM,2023-04-20,2024-11-13,Linda Murphy
4953,frank.bull@outlook.com,0116 4960818,3 Henry knolls,Birmingham,M50 1HL,2024-07-12,Telemarkating,Active,Email,frank_119@gmail.com,,Flat 41,,CRM,2024-07-12,2025-11-20,Frank Bull
4954,amber.morgan@outlook.com,,"Studio 4
Lynn spring",Bristol,G8U 6UE,2024-08-20,Telemarkating,Lapsed,Post,,,,,CRM,2024-08-20,2025-12-10,Amber Morgan
4955,norman.williams@outlook.com,(0191)4960519,"Flat 6
Pickering locks",Manchester,W4 5YL,2021-06-06,Online,Lapsed,Email,,+441632 960 987,,West Lothian,CRM,2021-06-06,2022-06-25,Norman Williams
4956,james.williams@gmail.com,+44141 496 0837,"Studio 93
Smith points",London,CH99 6LL,2023-04-08,Event,Active,None,james_208@yahoo.co.uk,+44116 4960913,,,CRM,2023-04-08,2025-02-10,James Williams
4957,,+441214960669,66 Frances wells,London,G2H 7PW,2022-12-17,Online,Active,Post,barbara_825@yahoo.co.uk,0117 496 0185,,Fife,CRM,2022-12-17,2023-02-04,Barbara Nicholls
4958,ashleigh.cooke@hotmail.co.uk,01174960930,"Studio 5
Baker plaza",London,N4 3QN,2024-10-11,Telemarkating,Lapsed,Phone,,,,,CRM,2024-10-11,2025-09-22,Ashleigh Cooke
4959,shaun.thomas@outlook.com,+44(0)121 4960079,4 Mitchell streets,London,QW78 8XN,2022-01-17,Event,Active,Phone,,+449098790426,,Perth and Kinross,CRM,2022-01-17,2022-04-28,Shaun Thomas
4960,ellie.french@hotmail.co.uk,,"Flat 49D
Watson mountain",West Leanne,B1 4FP,2023-08-24,Online,Active,Email,,(0117)4960664,Flat 95,,CRM,2023-08-24,2025-07-01,Ellie French
4961,samuel.long@btinternet.com,(0141) 4960811,"Studio 55
Bethany burg",Lake Mandyburgh,TS2E 7DE,2020-02-25,Event,Active,Email,,,,Clackmannanshire,CRM,2020-02-25,2020-08-02,Samuel Long
4962,yvonne.morris@outlook.com,+44161 4960811,05 Mohammad unions,Rosemarychester,LU92 6GS,2021-09-05,Online,Active,Post,,0116 4960936,,Glasgow City,CRM,2021-09-05,2022-09-30,Yvonne Morris
4963,richard.fletcher@hotmail.co.uk,+44(0)141 496 0206,112 Reeves spring,East Cliffordshire,HU4 1DG,2022-01-20,Event,Active,Email,richard_747@yahoo.co.uk,,,Falkirk,CRM,2022-01-20,2023-03-05,Richard Fletcher
4964,jason.evans@hotmail.co.uk,028 9018022,3 McLean prairie,Liverpool,N3W 0PD,2021-12-02,Direct Mail,Active,Email,,,Flat 56J,North Ayrshire,CRM,2021-12-02,2023-03-04,Jason Evans
4965,margaret.atkinson@outlook.com,+44191 4960256,"Studio 33u
Morton inlet",Birmingham,SO5M 1FZ,2022-10-17,Online,Active,Phone,margaret_776@gmail.com,+44191 496 0715,,Highland,CRM,2022-10-17,2023-12-22,Margaret Atkinson
4966,terence.taylor@outlook.com,(0115) 496 0000,"Flat 0
Max knolls",West Gordon,W01 1SE,2023-11-15,Online,Lapsed,Email,,,,Highland,CRM,2023-11-15,2024-08-18,Terence Taylor
4967,declan.stewart@btinternet.com,+44191 496 0771,"Flat 52
Declan key",London,HS4A 9WL,2024-01-05,Event,Active,Email,,+443069990370,,Warwickshire,CRM,2024-01-05,2025-06-09,Declan Stewart
4968,frances.byrne@btinternet.com,0114 496 0903,"Studio 19
Kyle pass",West Donnaport,BA1 2ZU,2024-08-29,Event,Active,Post,,,,Down,CRM,2024-08-29,2025-07-15,Frances Byrne
4969,olivia.davey@outlook.com,+44116 4960517,10 Fletcher courts,Bristol,DL8M 8NT,2023-08-19,Direct Mail,Active,Email,,,,Perth and Kinross,CRM,2023-08-19,2024-11-14,Olivia Davey
4970,teresa.ahmed@btinternet.com,+44909 8790589,"Flat 8
Stephanie terrace",Liverpool,M30 2GJ,2024-11-21,Event,Lapsed,Email,teresa_810@gmail.com,,,City of Edinburgh,CRM,2024-11-21,2025-06-03,Teresa Ahmed
4971,grace.sutton@hotmail.co.uk,(01632) 960 388,5 Callum keys,North Kayleighfort,CM9 1LZ,2024-05-08,Telemarkating,Lapsed,None,,01154960687,Studio 78f,,CRM,2024-05-08,2025-01-08,Grace Sutton
4972,jessica.faulkner@outlook.com,,"Studio 23S
Marc track",New Geraldinechester,W62 4WG,2024-02-26,Legacy,Active,Email,,,Flat 71K,East Sussex,CRM,2024-02-26,2025-08-28,Jessica Faulkner
4973,,0191 498 0470,38 Murray canyon,Leeds,BN8V 8GE,2024-10-25,Telemarkating,Lapsed,Email,ricky_773@yahoo.co.uk,+44(0)9098790772,,Aberdeen City,CRM,2024-10-25,2025-10-18,Ricky Jones
4974,lisa.quinn@hotmail.co.uk,0191 4960778,"Flat 3
Allan oval",Manchester,CW0V 1QB,2020-05-18,Legacy,Active,Email,,(0808)1570987,,Norfolk,CRM,2020-05-18,2020-10-16,Lisa Quinn
4975,alison.thompson@gmail.com,+443069990446,15 Gerard summit,Liverpool,M1 8AJ,2024-05-11,Online,Active,Email,,,Flat 67r,Monmouthshire,CRM,2024-05-11,2026-03-29,Alison Thompson
4976,justin.knight@gmail.com,01914960106,387 Jasmine spur,Sheffield,EX7 0WW,2023-01-15,Online,Lapsed,Post,,0117 4960823,,Tyne and Wear,CRM,2023-01-15,2023-12-17,Justin Knight
4977,jack.taylor@btinternet.com,+441184960008,"Studio 07
Wilkinson village",Reidport,EN0 8WW,2023-09-14,Online,Active,Email,,,Studio 3,Aberdeen City,CRM,2023-09-14,2024-08-30,Jack Taylor
4978,gregory.fox@hotmail.co.uk,+44117 496 0065,47 Linda estates,Sheffield,HR2N 9GG,2022-05-01,Online,Active,Post,,,,Monmouthshire,CRM,2022-05-01,2024-01-28,Gregory Fox
4979,howard.steele@hotmail.co.uk,,42 McLean expressway,Liverpool,EN6 3WY,2022-05-14,Online,Active,Email,,,,Gloucestershire,CRM,2022-05-14,2022-09-20,Howard Steele
4980,,(0114) 496 0280,56 Guy locks,London,S17 3JD,2020-07-08,Online,Active,Email,,,,North Ayrshire,CRM,2020-07-08,2022-01-07,Eric Robinson
4981,terence.franklin@yahoo.co.uk,,02 Murray fall,West Vanessafurt,LN14 3SR,2024-01-01,Telemarkating,Active,Phone,,+44(0)1632 960 877,Flat 5,West Dunbartonshire,CRM,2024-01-01,2025-03-05,Terence Franklin
4982,abdul.cox@yahoo.co.uk,+44(0)113 4960760,044 Joe circles,London,L7 0DN,2022-06-30,Online,Active,Post,,+441184960609,,,CRM,2022-06-30,2023-09-01,Abdul Cox
4983,megan.skinner@btinternet.com,+4428 9018718,"Studio 61o
Hunt spur",Marcuston,N7 2ZF,2024-01-29,Legacy,Active,Email,,,,South Yorkshire,CRM,2024-01-29,2025-05-09,Megan Skinner
4984,vincent.barnes@hotmail.co.uk,0808 1570250,"Studio 06
Jeffrey river",Bristol,N2A 8LN,2020-09-12,Event,Active,Phone,vincent_455@yahoo.co.uk,,,Oxfordshire,CRM,2020-09-12,2021-05-25,Vincent Barnes
4985,hayley.conway,01144960474,782 Elizabeth cove,London,G31 4AH,2024-06-19,Event,Active,None,,,,,CRM,2024-06-19,2024-11-09,Hayley Conway
4986,alexander.walker@outlook.com,+44(0)1144960240,"Flat 51g
Derek lodge",London,L98 6JG,2023-11-09,Telemarkating,Lapsed,None,,(0306) 9990010,,Stirling,CRM,2023-11-09,2024-06-13,Alexander Walker
4987,max.fleming@gmail.com,,"Flat 88D
Irene harbor",Bakerville,SW7 6PJ,2024-12-14,Online,Lapsed,Email,,0141 496 0160,Flat 20,Orkney Islands,CRM,2024-12-14,2026-08-29,Max Fleming
4988,jodie.davies@outlook.com,+441184960190,8 Wong points,Lake Gerald,E13 9PJ,2023-08-12,Direct Mail,Active,Phone,,(028) 9018533,Flat 22,Suffolk,CRM,2023-08-12,2024-06-07,Jodie Davies
4989,julian.daniels@btinternet.com,0808 1570433,83 Adam street,Brandonside,LA6P 3EZ,2021-08-22,Online,Active,Post,julian_398@gmail.com,(0115)4960980,,Angus,CRM,2021-08-22,2022-12-13,Julian Daniels
4990,michelle.dixon@gmail.com,+44(0)114 4960189,16 Sims court,East Katemouth,MK55 5UD,2020-08-27,Online,Lapsed,Email,,0114 4960918,Flat 50,Angus,CRM,2020-08-27,2021-01-13,Michelle Dixon
4991,,0115 496 0315,"Flat 01m
Iain branch",Manchester,N9J 8HL,2023-09-04,Online,Active,Phone,,,,,CRM,2023-09-04,2024-03-11,Rhys Lloyd
4992,irene.douglas@outlook.com,,11 Ashley wells,Peterville,B86 5EN,2022-11-02,Telemarkating,Active,Email,,,,East Sussex,CRM,2022-11-02,2023-07-26,Irene Douglas
4993,paige.may@hotmail.co.uk,0292018583,007 Cole parkways,South Ashley,OX8B 7ES,2022-09-11,Online,Active,Email,,0118 4960915,,Suffolk,CRM,2022-09-11,2023-04-08,Paige May
4994,hannah.reeves@btinternet.com,0161 4960565,"Studio 05U
Mark mount",West Jayne,G75 3BE,2023-05-13,Online,Active,Email,,+44(0)292018392,,Tyne and Wear,CRM,2023-05-13,2025-04-03,Hannah Reeves
4995,hugh.vaughan@outlook.com,(0151)4960329,97 Diana ports,Port David,S01 0UN,2023-05-02,Online,Active,Email,hugh_145@yahoo.co.uk,,,Cambridgeshire,CRM,2023-05-02,2024-11-11,Hugh Vaughan
4996,steven.dunn@yahoo.co.uk,(020) 7496 0908,"Flat 14
Rees crest",Sullivanbury,TF21 7AX,2024-12-22,Telemarkating,Lapsed,Email,,,,Oxfordshire,CRM,2024-12-22,2026-02-11,Steven Dunn
4997,barbara.james@yahoo.co.uk,(0191)4960387,78 Newton haven,London,DE9 8RP,2021-07-01,Legacy,Active,Email,,,,Clackmannanshire,CRM,2021-07-01,2021-07-30,Barbara James
4998,thomas.wright@btinternet.com,028 9018059,"Flat 4
Jones trail",Birmingham,WN50 5PU,2024-12-12,Online,Lapsed,Phone,,,Studio 5,Staffordshire,CRM,2024-12-12,2025-05-02,Thomas Wright
4999,melanie.green@outlook.com,,009 Humphreys squares,London,W7J 4ND,2022-11-06,Telemarkating,Active,Email,,,,Norfolk,CRM,2022-11-06,2024-06-30,Melanie Green
5000,,(0117) 4960456,7 Elizabeth spur,Manchester,SG34 7EZ,2023-03-22,Online,Active,Email,,,,Worcestershire,CRM,2023-03-22,2024-07-26,Kimberley Poole
5001,martyn.smith@hotmail.co.uk,+44(0)116 496 0594,44 Blackburn unions,Leeds,IM25 1WB,2024-11-21,Direct Mail,Lapsed,Phone,martyn_641@gmail.com,(0161) 4960381,Studio 03Y,,CRM,2024-11-21,2025-11-04,Martyn Smith
5002,rosie.watts@gmail.com,,"Flat 5
Leonard junctions",North Donna,B5 6HN,2022-12-14,Telemarkating,Active,Email,,,Flat 28h,Glasgow City,CRM,2022-12-14,2023-08-24,Rosie Watts
5003,guy.graham@btinternet.com,+441184960673,"Studio 4
Lord wall",Nottingham,B32 7GS,2024-09-08,Legacy,Active,Email,,,,Monmouthshire,CRM,2024-09-08,2026-05-29,Guy Graham
5004,claire.smith@hotmail.co.uk,+44(0)3069990260,"Flat 4
Clarke fall",Leeds,HD2 7SL,2024-08-15,Telemarkating,Active,Email,,,,Argyll and Bute,CRM,2024-08-15,2025-12-30,Claire Smith
5005,catherine.hayward,+44(0)289018154,"Studio 98
McCarthy crossing",Liverpool,S68 4RF,2023-11-16,Online,Active,Phone,,+44(0)20 74960396,Studio 23C,Caernarvonshire,CRM,2023-11-16,2024-03-17,Catherine Hayward
5006,douglas.mistry@yahoo.co.uk,+44(0)808 157 0328,"Flat 3
Charles run",London,RY03 5XD,2021-06-17,Online,Active,Email,douglas_186@gmail.com,,Studio 60W,Dorset,CRM,2021-06-17,2022-01-05,Douglas Mistry
5007,joseph.taylor@yahoo.co.uk,(0116) 496 0391,0 Chloe village,Hickstown,B7K 5SN,2023-09-20,Telemarkating,Active,None,,(0121) 4960049,,Fife,CRM,2023-09-20,2024-05-09,Joseph Taylor
5008,antony.harper@hotmail.co.uk,020 74960603,8 Neil ford,Walkershire,E80 6BU,2022-10-06,Online,Lapsed,Post,,,,,CRM,2022-10-06,2023-02-23,Antony Harper
5009,georgina.gallagher@hotmail.co.uk,+44(0)28 9018137,7 Michelle spring,London,G8T 3DE,2023-04-05,Direct Mail,Active,Email,,,,Shropshire,CRM,2023-04-05,2024-03-29,Georgina Gallagher
5010,russell.wood@yahoo.co.uk,,"Flat 84
Long corner",Powellport,S8C 4RT,2023-10-15,Online,Lapsed,Post,,,,Shetland Islands,CRM,2023-10-15,2024-12-08,Russell Wood
5011,julia.hawkins@gmail.com,+44(0)292018096,54 Williams key,North Katieside,W2B 6LT,2023-01-20,Telemarkating,Active,Post,,+44(0)292018329,Studio 22N,Dorset,CRM,2023-01-20,2024-04-01,Julia Hawkins
5012,,,"Studio 62c
Coates spur",Lake Saraview,EX91 4QB,2021-10-24,Telemarkating,Active,Post,,(0116) 496 0282,Flat 13U,East Renfrewshire,CRM,2021-10-24,2023-08-31,Gemma Stewart
5013,craig.turner@outlook.com,+44118 4960290,6 Jackson tunnel,Manchester,CB7 8WE,2021-09-30,Event,Active,Email,,,,Lancashire,CRM,2021-09-30,2021-12-13,Craig Turner
5014,harriet.lewis@btinternet.com,020 74960316,7 Morley underpass,North Georgina,B8F 1QP,2024-08-17,Direct Mail,Lapsed,Post,,,,,CRM,2024-08-17,2025-01-19,Harriet Lewis
5015,russell.green@btinternet.com,+44(0)1314960324,"Studio 18
Russell glens",Rosieside,CF30 6JN,2020-02-18,Direct Mail,Active,None,,+44289018249,Flat 0,Warwickshire,CRM,2020-02-18,2020-11-01,Russell Green
5016,jayne.murphy@hotmail.co.uk,01174960519,"Studio 8
Heather avenue",Manchester,KW00 4ZH,2024-12-30,Online,Lapsed,Email,,,,,CRM,2024-12-30,2026-11-05,Jayne Murphy
5017,clifford.noble@yahoo.co.uk,+44(0)151 496 0487,990 Denise manors,Leeds,HX5 8AN,2022-03-04,Event,Lapsed,Post,,,Flat 74,Flintshire,CRM,2022-03-04,2023-06-21,Clifford Noble
5018,alexander.wilkins@yahoo.co.uk,+44(0)113 496 0686,"Studio 76A
Howard mills",Leeds,TQ90 2GF,2024-01-04,Direct Mail,Active,Phone,,,,Moray,CRM,2024-01-04,2024-12-12,Alexander Wilkins
5019,tracy.russell@btinternet.com,+44114 496 0013,"Flat 1
Sally trail",Lake Toby,B1T 3AH,2022-04-25,Online,Active,Post,tracy_976@yahoo.co.uk,,,Breconshire,CRM,2022-04-25,2023-08-10,Tracy Russell
5020,rosemary.hughes@yahoo.co.uk,+44(0)808 1570915,558 Tracey field,Nottingham,W7B 5UW,2024-12-13,Event,Lapsed,Post,,,,Caernarvonshire,CRM,2024-12-13,2026-08-29,Rosemary Hughes
5021,raymond.cross@yahoo.co.uk,+44(0)2074960150,"Studio 33a
King meadow",Manchester,BT31 7TX,2023-05-02,Telemarkating,Lapsed,Email,,+441174960641,,Monmouthshire,CRM,2023-05-02,2023-10-23,Raymond Cross
5022,leah.nolan@btinternet.com,+441414960475,60 Anthony common,Manchester,TC80 2RX,2022-04-16,Legacy,Active,Phone,,0121 496 0430,,Norfolk,CRM,2022-04-16,2022-06-21,Leah Nolan
5023,mandy.smith@hotmail.co.uk,,1 O'Brien crescent,Whiteville,M1 2FA,2022-08-05,Direct Mail,Active,Email,,,,Derry and Londonderry,CRM,2022-08-05,2023-01-07,Mandy Smith
5024,jack.ellis@btinternet.com,+44289018206,"Flat 22p
Pickering lake",New Elizabeth,CV56 6PJ,2021-07-04,Legacy,Active,Email,jack_517@yahoo.co.uk,+44306 9990598,,South Yorkshire,CRM,2021-07-04,2021-09-22,Jack Ellis
5025,kieran.wells@btinternet.com,+44151 4960275,82 Marilyn road,Manchester,CB92 2LN,2024-10-12,Online,Lapsed,Post,,,Flat 25,,CRM,2024-10-12,2026-09-08,Kieran Wells
5026,jennifer.baker@gmail.com,0114 4960345,"Studio 96
Raymond stream",West Diane,S93 1TA,2020-10-09,Event,Active,Post,,+441134960319,,Hampshire,CRM,2020-10-09,2022-03-23,Jennifer Baker
5027,jacob.fletcher@outlook.com,,"Studio 8
Savage drives",Bartlettfurt,CA62 1PP,2023-08-31,Online,Active,Email,jacob_504@gmail.com,,,Stirling,CRM,2023-08-31,2024-10-25,Jacob Fletcher
5028,yvonne.cartwright@yahoo.co.uk,+44115 4960731,257 Olivia neck,Georgemouth,KT5V 9QY,2020-09-16,Online,Lapsed,Post,,+44306 999 0464,,,CRM,2020-09-16,2020-11-19,Yvonne Cartwright
5029,mary.kirby@hotmail.co.uk,(0131) 496 0350,6 Hartley terrace,Youngberg,S7W 2NH,2023-06-26,Event,Active,Post,mary_556@gmail.com,,,Angus,CRM,2023-06-26,2025-01-26,Mary Kirby
5030,jack.white@outlook.com,,90 Rhys canyon,London,OX25 1JG,2022-03-06,Online,Active,Email,,,Flat 02,North Yorkshire,CRM,2022-03-06,2023-11-26,Jack White
5031,frederick.chapman@hotmail.co.uk,+44(0)117 496 0031,2 Joanne courts,Bristol,E0 7GQ,2024-06-24,Event,Active,Email,,+4429 2018 0144,,Caernarvonshire,CRM,2024-06-24,2025-06-28,Frederick Chapman
5032,barbara.stone@btinternet.com,+44(0)1134960519,858 Ann shore,London,B2U 0ZL,2021-05-21,Telemarkating,Active,Post,barbara_165@yahoo.co.uk,01314960577,,Argyll and Bute,CRM,2021-05-21,2021-10-11,Barbara Stone
5033,mary.edwards@yahoo.co.uk,,"Flat 42l
Martin summit",Lewisport,S5 6PX,2023-02-22,Direct Mail,Active,Email,,0114 496 0519,,Cleveland,CRM,2023-02-22,2024-05-24,Mary Edwards
5034,kerry.lord@hotmail.co.uk,(01632)960027,"Flat 79
Lloyd roads",Sheffield,E3D 4DE,2024-09-06,Event,Lapsed,Email,kerry_441@yahoo.co.uk,,,South Lanarkshire,CRM,2024-09-06,2024-12-26,Kerry Lord
5035,damien.johnson@btinternet.com,+44118 4960849,233 Anna pass,Liverpool,N64 0RZ,2024-04-12,Event,Active,Email,damien_570@gmail.com,,Studio 3,Merseyside,CRM,2024-04-12,2025-10-20,Damien Johnson
5036,mohammed.hunt@hotmail.co.uk,+44(0)29 2018983,"Flat 00
Browne ford",West Jordan,CT1N 1DA,2022-05-16,Online,Active,Email,mohammed_298@yahoo.co.uk,(0191) 496 0668,,Moray,CRM,2022-05-16,2022-05-20,Mohammed Hunt
5037,dominic.watkins@gmail.com,0118 4960606,"Flat 25B
Jeremy road",North Debra,HS3V 4QD,2024-01-09,Online,Active,Phone,dominic_812@gmail.com,,,Merseyside,CRM,2024-01-09,2024-09-08,Dominic Watkins
5038,karl.harper,0306 9990735,22 Callum isle,Birmingham,UB2 3EJ,2024-10-27,Online,Lapsed,Email,,+44(0)909 8790718,,Cambridgeshire,CRM,2024-10-27,2026-03-16,Karl Harper
5039,bruce.burgess@hotmail.co.uk,+441614960690,"Flat 64
Johnson field",London,B7S 6PP,2024-09-12,Event,Lapsed,Post,,,,Buckinghamshire,CRM,2024-09-12,2025-09-17,Bruce Burgess
5040,georgina.allen@yahoo.co.uk,,85 Adrian court,Birmingham,TW08 0UY,2022-07-18,Direct Mail,Lapsed,Post,,+44289018945,Studio 64S,North Yorkshire,CRM,2022-07-18,2024-03-21,Georgina Allen
5041,olivia.lamb@hotmail.co.uk,+44(0)1154960959,0 Marc ramp,West Michelle,CO28 1RQ,2024-07-30,Online,Lapsed,Phone,,,,East Ayrshire,CRM,2024-07-30,2024-10-13,Olivia Lamb
5042,,+44116 496 0930,"Studio 0
Sullivan stream",Leeds,N77 1ZE,2022-02-19,Legacy,Active,Post,,,,Lancashire,CRM,2022-02-19,2023-09-28,Harriet Gardner
5043,christian.parker@gmail.com,,6 Palmer burg,Manchester,NP8 9JQ,2023-05-13,Event,Active,Email,,,Studio 48,Merionethshire,CRM,2023-05-13,2024-12-27,Christian Parker
5044,allan.mckenzie@hotmail.co.uk,(0306)9990149,"Flat 36T
Bishop spring",Johnshire,CB63 5LN,2022-11-07,Online,Active,Email,,(01632)960889,,Dumfries and Galloway,CRM,2022-11-07,2023-05-30,Allan McKenzie
5045,rebecca.walters@btinternet.com,(0909) 879 0089,4 Bibi lock,London,E1 8GR,2022-05-12,Event,Active,Post,,,,Montgomeryshire,CRM,2022-05-12,2023-01-08,Rebecca Walters
5046,stephen.bentley@yahoo.co.uk,(020) 74960246,"Studio 64X
Gibbs junctions",London,DL8N 8NN,2021-11-16,Telemarkating,Active,Post,,,Flat 0,East Sussex,CRM,2021-11-16,2023-03-08,Stephen Bentley
5047,lisa.pearce@btinternet.com,01134960702,"Studio 78
Duncan key",London,BD2P 0FS,2024-07-31,Event,Active,Email,,(01632) 960329,,Carmarthenshire,CRM,2024-07-31,2025-02-25,Lisa Pearce
5048,teresa.buckley@hotmail.co.uk,0151 496 0914,0 Smith shoals,Leeds,LE4R 5TB,2023-09-24,Event,Active,Email,,,Studio 01W,North Lanarkshire,CRM,2023-09-24,2024-06-28,Teresa Buckley
5049,harriet.pope@gmail.com,01174960329,"Studio 2
Clark stravenue",Liverpool,CB51 3PJ,2020-02-17,Online,Active,Email,,+44(0)1174960883,,Tyrone,CRM,2020-02-17,2020-09-16,Harriet Pope
5050,connor.jones@yahoo.co.uk,+4420 7496 0673,"Studio 8
Miller plains",Birmingham,OX4 2YW,2022-10-16,Direct Mail,Lapsed,Email,,,,Staffordshire,CRM,2022-10-16,2023-07-21,Connor Jones
5051,francis.kerr@yahoo.co.uk,01614960262,"Flat 76D
Matthew overpass",Liverpool,G31 8RD,2023-08-05,Direct Mail,Active,Email,,,,Staffordshire,CRM,2023-08-05,2025-06-25,Francis Kerr
5052,glenn.andrews@outlook.com,+44(0)115 4960522,"Studio 6
Baker trafficway",London,E4 2ZB,2020-05-28,Online,Active,Email,,,Studio 9,Tyne and Wear,CRM,2020-05-28,2022-03-22,Glenn Andrews
5053,garry.jackson@outlook.com,,"Flat 77
Vincent ferry",London,CM1 9FR,2021-09-07,Direct Mail,Active,Post,garry_461@gmail.com,,,Staffordshire,CRM,2021-09-07,2023-06-23,Garry Jackson
5054,donna.waters@gmail.com,0118 496 0966,"Studio 23
Leon flat",London,W70 4WS,2023-04-11,Online,Active,Email,donna_524@yahoo.co.uk,,,Perth and Kinross,CRM,2023-04-11,2024-02-01,Donna Waters
5055,rita.henderson@yahoo.co.uk,+44115 496 0573,"Studio 10m
Brown ville",Nottingham,CO7 2AA,2023-09-30,Telemarkating,Active,Post,,+44(0)1214960844,Studio 67,Monmouthshire,CRM,2023-09-30,2024-10-13,Rita Henderson
5056,molly.dixon@hotmail.co.uk,01214960435,305 Katy prairie,Bristol,WC2N 2DE,2023-11-12,Direct Mail,Active,Email,molly_133@gmail.com,(0141)4960946,,Montgomeryshire,CRM,2023-11-12,2024-04-22,Molly Dixon
5057,georgina.cook,,82 Miah union,Marytown,M7 1NE,2024-07-04,Online,Active,None,,(0141) 496 0527,,,CRM,2024-07-04,2025-12-25,Georgina Cook
5058,kyle.ahmed@yahoo.co.uk,+44115 496 0820,"Studio 2
Carter vista",Sylviabury,OL2 5EU,2023-02-02,Event,Active,Email,,,,Essex,CRM,2023-02-02,2024-09-08,Kyle Ahmed
5059,marian.day@yahoo.co.uk,+44121 4960575,"Studio 83
Stewart drive",London,AB10 1TY,2023-01-29,Direct Mail,Lapsed,Email,,,,West Berkshire,CRM,2023-01-29,2024-07-03,Marian Day
5060,frances.duncan@outlook.com,028 9018346,"Flat 9
Diane pass",South Richardburgh,IM0Y 9QX,2022-11-28,Telemarkating,Lapsed,Post,,,,Scottish Borders,CRM,2022-11-28,2024-06-22,Frances Duncan
5061,alexander.foster@outlook.com,+44(0)116 4960176,"Flat 88l
Louis mill",Birmingham,L71 2SL,2022-09-28,Online,Active,Post,,,,Greater London,CRM,2022-09-28,2022-12-18,Alexander Foster
5062,conor.miller@outlook.com,,"Studio 0
Barrett springs",Annaton,E3H 9SR,2024-04-05,Event,Lapsed,Post,conor_613@yahoo.co.uk,,,Carmarthenshire,CRM,2024-04-05,2024-05-01,Conor Miller
5063,declan.martin,+44131 4960401,79 Martin row,New Denis,TD98 4PS,2022-08-13,Direct Mail,Deceased,Email,,,,Aberdeen City,CRM,2022-08-13,2023-11-18,Declan Martin
5064,richard.morris@gmail.com,,"Flat 54
Thompson coves",North Rachel,W6B 3QQ,2024-10-13,Direct Mail,Lapsed,Email,richard_995@gmail.com,,,Essex,CRM,2024-10-13,2026-04-05,Richard Morris
5065,rosie.marsden@outlook.com,+44(0)116 496 0821,"Flat 22x
Morris square",Bristol,GU74 8FX,2022-11-28,Telemarkating,Active,Email,,,,,CRM,2022-11-28,2023-01-14,Rosie Marsden
